Fitness Required,0.33
Level Height,4
Level Length,100

Candidate,1
Generation,1

0, 0, 88, 0, 0, 0, 3, 9, 
0, 15, 0, 0, 0, 0, 85, 0, 
1, 0, 2, 7, 79, 7, 1, 3, 
0, 11, 0, 5, 1, 0, 46, 37, 
1, 1, 0, 0, 14, 1, 51, 32, 
0, 78, 0, 9, 5, 0, 0, 8, 
2, 1, 0, 0, 14, 8, 13, 62, 
0, 1, 42, 0, 3, 53, 0, 0, 

ACTIONS,0,
ACTIONS,0,
ACTIONS,0,0,0,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0,0,0,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,
ACTIONS,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,1,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0.5,
ACTIONS,0,0,0.5,0.5,0.5,
ACTIONS,0,0,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,
ACTIONS,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,
ACTIONS,0,0,0,0,0,0,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,
ACTIONS,0,
ACTIONS,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,
ACTIONS,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,
ACTIONS,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0,0,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0,0.5,
ACTIONS,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
ACTIONS,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,

Fitness,0.4507



Candidate,2
Generation,1

0, 3, 1, 0, 90, 2, 1, 3, 
